1783935188851	Russell	M	79
1668583552153	Donald	M	79
7491420374399	Ralph	M	79
2060813097461	John	M	79
5686311889372	Mildred	F	79
3227920826289	Ralph	M	79
5391497280405	Edward	M	79
2366239787281	Joyce	F	79
9629539167891	Debra	F	79
2892476839198	Amy	F	79
4035836930161	David	M	79
2428699144063	Diana	F	79
1998815253273	Bruce	M	79
2117468425167	Bruce	M	79
5976103216108	Gary	M	79
1036639329810	Jessica	F	79
2587602684160	Anna	F	79
6347886312951	Roger	M	79
9501463414161	Bonnie	F	79
4294444680236	Anne	F	79
7798432726463	Michelle	F	79
8414164112437	Ryan	M	79
6423230980208	Mildred	F	79
8925275177766	Roger	M	79
5813461131569	Gregory	M	79
7668383035533	Jeremy	M	79
6239396124488	Stephanie	F	79
9607409913361	Dorothy	F	79
4504469890289	Eric	M	79
8517934496999	Lisa	F	79
5678685748722	Kathy	F	79
1021909649688	Ruth	F	79
8682646491896	Norma	F	79
5965100295758	Larry	M	79
2814215762983	Jose	M	79
9206379320609	Jane	F	79
4154197027387	Martha	F	79
7197511378497	Christopher	M	79
6251816554212	Frances	F	79
3105843435037	Steven	M	79
4203184114533	Denise	F	79
3251362667024	Alice	F	79
8701356785562	Lillian	F	79
9758884217195	Jessica	F	79
3606510052167	Willie	M	79
8446610032574	Angela	F	79
6439559353982	Gloria	F	79
4300360511496	Jonathan	M	79
6063285326965	Johnny	M	79
4658525857286	Larry	M	79
9675543734788	Gary	M	79
6491821283794	Steve	M	79
6226808694921	Stephen	M	79
6750759144244	Mildred	F	79
4878168191009	Robert	M	79
6043267452220	Alan	M	79
2688495775954	Carol	F	79
3278526263292	Brian	M	79
2021357144518	Joshua	M	79
6460943816761	Gerald	M	79
3998226236309	Aaron	M	79
5417911876079	Billy	M	79
8852805398035	Barbara	F	79
8664444414152	Jimmy	M	79
9100949991787	Michelle	F	79
2609713490543	Clarence	M	79
7016256240394	Deborah	F	79
5854651269468	Kathy	F	79
7753963454747	Cynthia	F	79
5827652182401	Donald	M	79
2903111676385	Joshua	M	79
8768794952816	Matthew	M	79
1698540748460	Walter	M	79
5764298386885	Virginia	F	79
3275408963360	Andrew	M	79
1715614954312	Elizabeth	F	79
7991874772001	Fred	M	79
3397571630419	Janice	F	79
1928762341390	Willie	M	79
3468101260679	Helen	F	79
8610611771951	Jessica	F	79
6803858111720	Chris	M	79
6075778593274	James	M	79
4387537731234	Cheryl	F	79
8531209780353	Russell	M	79
1725133811077	Lawrence	M	79
3362505069532	Ronald	M	79
7725756076159	Rose	F	79
2834882777408	Diana	F	79
7469217962845	Laura	F	79
3053895049200	Rose	F	79
6972497427660	Tammy	F	79
6684701543993	Ruth	F	79
3505325523595	Lillian	F	79
9665799493308	Martha	F	79
3335682944143	Margaret	F	79
5566713499570	Jane	F	79
5496327928201	Andrew	M	79
2021767037179	Sandra	F	79
1747316180845	Laura	F	79
8770136569374	Judy	F	79
8369317245927	Maria	F	79
7087848863283	Christina	F	79
1984212347672	Jose	M	79
7508279874430	Theresa	F	79
2410113456037	Kelly	F	79
8799113875644	Kenneth	M	79
2582114574864	Amanda	F	79
7877320421131	Emily	F	79
4681822868978	Richard	M	79
2239723512222	Martha	F	79
7884865735071	Randy	M	79
6823461295199	Jean	F	79
4599801060777	Ronald	M	79
3272817572146	Jason	M	79
4481769385813	Teresa	F	79
8543323317810	Stephen	M	79
3099302675684	Theresa	F	79
7522666611966	David	M	79
4470988248058	Helen	F	79
6445686073520	Howard	M	79
5856915150552	Rebecca	F	79
9774254191582	Rebecca	F	79
9819177115242	Fred	M	79
5404914393300	Charles	M	79
6188997940370	Adam	M	79
2600963870855	Walter	M	79
3920582041439	Rachel	F	79
9616990949883	Emily	F	79
7953671134790	Catherine	F	79
8599711820036	Peter	M	79
4592977573851	Gerald	M	79
4393393536711	Ryan	M	79
4990123560102	Laura	F	79
9272279082274	David	M	79
2004284777791	Debra	F	79
5889503057875	Julie	F	79
2479163318658	Judith	F	79
2736763867631	Harold	M	79
3768277261024	Jason	M	79
2054637093147	Carol	F	79
9088390439314	Christina	F	79
2737484350684	Earl	M	79
7539791018887	Anna	F	79
3060781579393	Stephen	M	79
3271497884767	Jeremy	M	79
3867548376001	Kelly	F	79
3255490527034	Marilyn	F	79
6410284741356	Russell	M	79
5866138749890	Philip	M	79
3873736939966	Catherine	F	79
5733710230116	Melissa	F	79
1721469261701	Laura	F	79
9317622240499	Anne	F	79
5592141465126	Nicholas	M	79
2294115826316	Joshua	M	79
3061147051154	Phyllis	F	79
1282971066233	Brenda	F	79
7780605460812	Victor	M	79
1611875897814	Henry	M	79
4867840683010	Laura	F	79
1485322325595	Shawn	M	79
7060353387446	Frances	F	79
8705722355455	Ruby	F	79
6149278581707	Kathleen	F	79
4212820134101	Jeffrey	M	79
3245301313769	Sean	M	79
6386594039202	Robin	F	79
4086183191056	Shirley	F	79
8615111862670	Jonathan	M	79
5230306646851	James	M	79
5528299561244	William	M	79
4121939645681	Raymond	M	79
7485535043742	Ronald	M	79
6593427520975	Kathryn	F	79
2450748778952	Ruby	F	79
4602931161041	Timothy	M	79
8336222586153	Gregory	M	79
3088149437827	Jeffrey	M	79
8817671497317	Daniel	M	79
1452135137094	Julie	F	79
4893629650333	Laura	F	79
1728386429213	Denise	F	79
2565819314954	Ralph	M	79
4113267898768	Diane	F	79
9662773586852	Albert	M	79
5644335123642	Jerry	M	79
8452898444332	Phillip	M	79
2255613581683	Raymond	M	79
5969263671366	Annie	F	79
1159669531756	Karen	F	79
3396950681052	Amy	F	79
4553477446051	Margaret	F	79
3296790547635	Lisa	F	79
8332102226461	William	M	79
9727972329983	Brian	M	79
7534507465026	Edward	M	79
1500164895902	Nicole	F	79
7092880634645	Kimberly	F	79
4417213343584	Joseph	M	79
8992784087651	Donna	F	79
6511406250601	Brandon	M	79
5938743014273	Christine	F	79
5163946867898	Paul	M	79
5041223256148	Deborah	F	79
2828116862821	Pamela	F	79
7523812969867	Helen	F	79
2222341945026	Karen	F	79
1225251412155	Sharon	F	79
7741386127509	Stephanie	F	79
6208905829118	Brandon	M	79
2414103818093	Barbara	F	79
2905611967922	Ashley	F	79
3073682455143	Melissa	F	79
7012831770558	Gary	M	79
9457919955149	Roy	M	79
1634523321803	Jimmy	M	79
6958922077975	Angela	F	79
4620415141717	Earl	M	79
9162717233199	Dennis	M	79
4132875134515	Margaret	F	79
7202523897702	Richard	M	79
4236803425981	Joan	F	79
4532944645774	Nicholas	M	79
3500251491862	Angela	F	79
7049922673608	Judith	F	79
8590915989529	Justin	M	79
6017534110191	Jane	F	79
7849938655468	Keith	M	79
9745966573507	Jerry	M	79
1104767258092	Roy	M	79
7437229113359	Betty	F	79
6943262962272	Kimberly	F	79
4021181370946	Denise	F	79
8544174125315	Henry	M	79
2021685018087	Jessica	F	79
8120305998619	Jennifer	F	79
9153848514723	Ruth	F	79
4915969173664	Heather	F	79
9730497314159	Carlos	M	79
1043679173498	Amanda	F	79
7550268594200	Jessica	F	79
6302407929483	Robin	F	79
1540880117160	Clarence	M	79
7506146475677	Christopher	M	79
8043684010077	Jimmy	M	79
8585672432815	William	M	79
3985886642340	Alan	M	79
6783525676271	Justin	M	79
6027821886180	Lillian	F	79
2637587497104	Brandon	M	79
6839488329296	Annie	F	79
8153580383807	Albert	M	79
5644883641398	Pamela	F	79
4491536663351	Charles	M	79
5973425156018	Dorothy	F	79
5939179356295	Rose	F	79
2781802720328	Larry	M	79
1781756468413	Ashley	F	79
5764924842527	Thomas	M	79
8988829890341	Katherine	F	79
6631172541195	Anthony	M	79
1736222054103	Julia	F	79
5153480115958	Joyce	F	79
6147110591214	Jeffrey	M	79
2385467170409	Antonio	M	79
5406719847106	Walter	M	79
7749834363855	Gary	M	79
7897143543316	Jerry	M	79
7069601210194	Lori	F	79
4033116124699	Kathy	F	79
8144474532775	Eric	M	79
9637957635890	Helen	F	79
6298828346637	Cheryl	F	79
4732121233280	Amanda	F	79
6212935250049	Julia	F	79
2674533293171	Laura	F	79
3545815713659	Craig	M	79
9628821529034	Joyce	F	79
1185102378136	Louis	M	79
1299406124076	Angela	F	79
1954309724361	Kimberly	F	79
5293530225247	Edward	M	79
6737320533353	Jesse	M	79
2530150695866	Jane	F	79
8031859218779	Kathryn	F	79
